"";"IN-OPERACAO";"CO-MUNICIPIO";"CO-MUNICIPIO-BACEN";"NU-CGC-MUNICIPIO";"CO-MUNICIPIO-BANCO-BRASIL";"NO-MUNICIPIO";"CO-UF";"CO-MUNICIPIO-IBGE"
"293";"A";"0634";"53260";"01613372000156";"042331";"JOSE GONCALVES DE MINAS";"MG";"3136520"
"294";"A";"0638";"53284";"01612503000180";"042439";"JOSENOPOLIS";"MG";"3136579"
"295";"A";"0641";"50861";"34887935000153";"100943";"VITORIA DO XINGU";"PA";"1508357"
"296";"A";"0642";"53590";"01587109000130";"044652";"LEME DO PRADO";"MG";"3138351"
"297";"A";"0643";"50830";"84306737000127";"099180";"ACRELANDIA";"AC";"1200013"
"298";"A";"0645";"50919";"84306620000143";"099368";"BUJARI";"AC";"1200138"
"299";"A";"0646";"53318";"01612887000131";"045438";"LUISLANDIA";"MG";"3138682"
"300";"A";"0647";"50971";"84306604000150";"099481";"CAPIXABA";"AC";"1200179"
"301";"A";"0650";"53332";"01615420000145";"047961";"MARTINS SOARES";"MG";"3140530"
"302";"A";"0651";"50964";"84306588000104";"099678";"EPITACIOLANDIA";"AC";"1200252"
"303";"A";"0654";"53356";"01615007000180";"050466";"MONTE FORMOSO";"MG";"3143153"
"304";"A";"0655";"00000";"84306463000176";"047325";"MARECHAL THAUMATURGO";"AC";"1200351"
"305";"A";"0657";"50926";"63603625000168";"062901";"PORTO WALTER";"AC";"1200393"
"306";"A";"0661";"50933";"84306521000161";"100676";"SANTA ROSA DO PURUS";"AC";"1200435"
"307";"A";"0662";"53394";"01613169000180";"052914";"NOVA BELEM";"MG";"3144672"
"308";"A";"0666";"53411";"01613373000109";"103144";"NOVO ORIENTE DE MINAS";"MG";"3145356"
"309";"A";"0667";"51420";"34925198000136";"099619";"CUTIAS";"AP";"1600212"
"310";"A";"0670";"00000";"01612547000100";"054437";"OLHOS-D'AGUA";"MG";"3145455"
"311";"A";"0673";"51413";"34925222000137";"100390";"PRACUUBA";"AP";"1600550"
"312";"A";"0674";"53459";"01616271000139";"054712";"ORIZANIA";"MG";"3145877"
"313";"A";"0677";"46978";"63762058000192";"099414";"CACAULANDIA";"RO";"1100601"
"314";"A";"0678";"53473";"01612479000180";"055492";"PAI PEDRO";"MG";"3146552"
"315";"A";"0681";"00000";"63761902000160";"099465";"CANDEIAS DO JAMARI";"RO";"1100809"
"316";"A";"0682";"53480";"01640429000106";"058211";"PEDRA BONITA";"MG";"3148756"
"317";"A";"0686";"53851";"01613130000162";"103306";"PIEDADE DE CARATINGA";"MG";"3150158"
"318";"A";"0689";"00000";"63762009000150";"099406";"NOVO HORIZONTE DO OESTE";"RO";"1100502"
"319";"A";"0690";"53514";"01612481000159";"103322";"PINTOPOLIS";"MG";"3150570"
"320";"A";"0694";"53538";"01613377000189";"062235";"PONTO DOS VOLANTES";"MG";"3152170"
"321";"A";"0695";"00000";"63762074000185";"100056";"MINISTRO ANDREAZZA";"RO";"1101203"
"322";"A";"0697";"00000";"63787071000104";"100064";"MIRANTE DA SERRA";"RO";"1101302"
"323";"A";"0699";"00000";"63761993000134";"100749";"SERINGUEIRAS";"RO";"1101500"
"324";"A";"0701";"34083";"06096655000191";"001570";"AFONSO CUNHA";"MA";"2100105"
"325";"A";"0702";"53576";"01615371000140";"069108";"SANTA CRUZ DE MINAS";"MG";"3157336"
"326";"A";"0704";"53583";"01612497000161";"069167";"SANTA CRUZ DE SALINAS";"MG";"3157377"
"327";"A";"0705";"39095";"06096853000155";"002550";"ALDEIAS ALTAS";"MA";"2100303"
"328";"A";"0708";"53617";"01612484000192";"072109";"SANTO ANTONIO DO RETIRO";"MG";"3160454"
"329";"A";"0709";"06073";"06997571000129";"003387";"ALTO PARNAIBA";"MA";"2100501"
"330";"A";"0712";"53631";"01613121000171";"103470";"SAO FELIX DE MINAS";"MG";"3161056"
"331";"A";"0713";"08662";"06002372000133";"004286";"ANAJATUBA";"MA";"2100709"
"332";"A";"0716";"53655";"01612494000128";"074039";"SAO JOAO DA LAGOA";"MG";"3162252"
"333";"A";"0717";"13437";"06450191000170";"005894";"ARAIOSES";"MA";"2100907"
"334";"A";"0722";"53686";"01612516000150";"074470";"SAO JOAQUIM DE BICAS";"MG";"3162922"
"335";"A";"0723";"05359";"06014351000138";"007897";"BACABAL";"MA";"2101202"
"336";"A";"0726";"53703";"01616854000160";"077461";"SAO SEBASTIAO DA VARGEM ALEGRE";"MG";"3164431"
"337";"A";"0727";"07481";"06441430000125";"008419";"BALSAS";"MA";"2101400"
"338";"A";"0730";"53727";"01612509000158";"078190";"SARZEDO";"MG";"3165537"
"339";"A";"0731";"10708";"06769798000117";"009148";"BARRA DO CORDA";"MA";"2101608"
"340";"A";"0735";"16070";"06096218000178";"010812";"BENEDITO LEITE";"MA";"2101806"
"341";"A";"0736";"53741";"01612501000191";"072943";"SERRANOPOLIS DE MINAS";"MG";"3166956"
"342";"A";"0739";"40242";"06116743000108";"013480";"BREJO";"MA";"2102101"
"343";"A";"0742";"52759";"01051819000140";"085057";"UNIAO DE MINAS";"MG";"3170438"
"344";"A";"0746";"53789";"01613128000193";"085812";"VARGEM ALEGRE";"MG";"3170578"
"345";"A";"0747";"07395";"06469837000160";"015369";"CAJARI";"MA";"2102507"
"346";"A";"0750";"53806";"01609780000134";"085944";"VARJAO DE MINAS";"MG";"3170750"
"347";"A";"0751";"10643";"06156160000100";"017663";"CANTANHEDE";"MA";"2102705"
"348";"A";"0754";"53820";"01614685000129";"086614";"VEREDINHA";"MG";"3171071"
"349";"A";"0755";"15112";"06903553000130";"019330";"CARUTAPERA";"MA";"2102903"
"350";"A";"0758";"53868";"01612674000100";"013420";"BREJETUBA";"ES";"3201159"
"351";"A";"0759";"24835";"06235006000124";"020273";"CEDRAL";"MA";"2103109"
"352";"A";"0760";"52106";"01609408000128";"047058";"MARATAIZES";"ES";"3203320"
"353";"A";"0762";"56023";"01614334000118";"103365";"PONTO BELO";"ES";"3204252"
"354";"A";"0763";"30654";"06104863000195";"021504";"CODO";"MA";"2103307"
"355";"A";"0764";"53875";"01612865000171";"033642";"SAO ROQUE DO CANAA";"ES";"3204955"
"356";"A";"0767";"35178";"06113682000125";"021652";"COLINAS";"MA";"2103505"
"357";"A";"0768";"53954";"01619232000195";"085693";"VILA VALERIO";"ES";"3205176"
"358";"A";"0771";"40620";"05733472000177";"025089";"CURURUPU";"MA";"2103703"
"359";"A";"0774";"00000";"01615882000162";"035351";"IGUABA GRANDE";"RJ";"3301876"
"360";"A";"0775";"06705";"06314439000175";"026794";"DUQUE BACELAR";"MA";"2103901"
"361";"A";"0778";"00000";"01612981000190";"060208";"PINHEIRAL";"RJ";"3303955"
"362";"A";"0782";"00000";"01623783000122";"089478";"SAO FRANCISCO DE ITABAPOANA";"RJ";"3304755"
"363";"A";"0783";"12919";"06157051000108";"031470";"GODOFREDO VIANA";"MA";"2104305"
"364";"A";"0786";"00000";"01604139000107";"078875";"SEROPEDICA";"RJ";"3305554"
"365";"A";"0787";"17402";"06138150000142";"031836";"GOVERNADOR ARCHER";"MA";"2104503"
"366";"A";"0791";"22291";"06140594000112";"031941";"GRACA ARANHA";"MA";"2104701"
"367";"A";"0793";"09331";"06377063000148";"031992";"GRAJAU";"MA";"2104800"
"368";"A";"0794";"00000";"01619207000101";"017140";"CANAS";"SP";"3509957"
"369";"A";"0797";"13956";"06222616000193";"033871";"HUMBERTO DE CAMPOS";"MA";"2105005"
"370";"A";"0798";"00000";"01559766000173";"031127";"GAVIAO PEIXOTO";"SP";"3516853"
"371";"A";"0801";"16269";"06323208000128";"035190";"IGARAPE GRANDE";"MA";"2105203"
"372";"A";"0802";"00000";"01612150000119";"042757";"JUMIRIM";"SP";"3525854"
"373";"A";"0803";"34643";"06158455000116";"035734";"IMPERATRIZ";"MA";"2105302"
"374";"A";"0805";"00000";"06460018000152";"075833";"SAO LUIS GONZAGA DO MARANHAO";"MA";"2111409"
"375";"A";"0806";"00000";"01613202000171";"053023";"NOVA CASTILHO";"SP";"3532868"
"376";"A";"0807";"40455";"05648696000180";"038628";"ITAPECURU MIRIM";"MA";"2105401"
"377";"A";"0809";"26149";"07000300000110";"042005";"JOAO LISBOA";"MA";"2105500"
"378";"A";"0814";"00000";"01576782000174";"063398";"PRATANIA";"SP";"3541059"
"379";"A";"0815";"32463";"06460026000107";"043427";"LAGO DO JUNCO";"MA";"2105807"
"380";"A";"0819";"38687";"06933519000109";"044822";"LIMA CAMPOS";"MA";"2106003"
"381";"A";"0822";"00000";"01611211000123";"070530";"SANTA SALETE";"SP";"3547650"
"382";"A";"0823";"06688";"05292594000175";"045381";"LUIS DOMINGUES";"MA";"2106201"
"383";"A";"0826";"00000";"01572597000101";"083364";"TRABIJU";"SP";"3554755"
"384";"A";"0827";"07199";"06119945000103";"048151";"MATA ROMA";"MA";"2106409"
"385";"A";"0831";"10409";"06114631000118";"048453";"MATOES";"MA";"2106607"
"386";"A";"0832";"52670";"01612453000131";"006866";"ARIRANHA DO IVAI";"PR";"4101853"
"387";"A";"0835";"16506";"06342240000150";"049670";"MIRINZAL";"MA";"2106805"
"388";"A";"0836";"52687";"01612906000120";"011460";"BOA VENTURA DE SAO ROQUE";"PR";"4103040"
"389";"A";"0839";"21649";"06759104000160";"050695";"MONTES ALTOS";"MA";"2107001"
"390";"A";"0840";"52704";"01611489000109";"016241";"CAMPINA DO SIMAO";"PR";"4103958"
"391";"A";"0843";"25171";"06124408000151";"052361";"NINA RODRIGUES";"MA";"2107209"
"392";"A";"0844";"48811";"01613765000160";"018449";"CARAMBEI";"PR";"4104659"
"393";"A";"0847";"30018";"06014005000150";"054372";"OLHO D'AGUA DAS CUNHAS";"MA";"2107407"
"394";"A";"0848";"52780";"01615393000100";"024287";"CRUZMALTINA";"PR";"4106852"
"395";"A";"0851";"32322";"06209936000103";"055964";"PALMEIRANDIA";"MA";"2107605"
"396";"A";"0852";"00000";"01612634000168";"027880";"ESPIGAO ALTO DO IGUACU";"PR";"4107546"
"397";"A";"0856";"00000";"01603719000180";"102636";"FOZ DO JORDAO";"PR";"4108452"
"398";"A";"0859";"05139";"05277173000175";"057614";"PASTOS BONS";"MA";"2108009"
"399";"A";"0860";"00000";"01616255000146";"032522";"GUAMIRANGA";"PR";"4108957"
"400";"A";"0863";"08033";"06179402000181";"058866";"PENALVA";"MA";"2108306"
"401";"A";"0867";"12050";"06189344000177";"059935";"PINDARE-MIRIM";"MA";"2108504"
"402";"A";"0868";"00000";"01612444000140";"059234";"PEROBAL";"PR";"4118857"
"403";"A";"0871";"16465";"06447833000181";"060445";"PIO XII";"MA";"2108702"
"404";"A";"0872";"00000";"01591618000136";"103381";"PORTO BARREIRO";"PR";"4120150"
"405";"A";"0875";"21591";"06202808000138";"061468";"POCAO DE PEDRAS";"MA";"2108900"
"406";"A";"0876";"00000";"01619104000141";"064157";"QUARTO CENTENARIO";"PR";"4120655"
"407";"A";"0879";"26606";"06138366000108";"063495";"PRESIDENTE DUTRA";"MA";"2109106"
"408";"A";"0880";"00000";"01612413000190";"089427";"RIO BRANCO DO IVAI";"PR";"4122172"
"409";"A";"0883";"31093";"06124739000191";"063703";"PRESIDENTE VARGAS";"MA";"2109304"
"410";"A";"0887";"34258";"05282801000100";"065340";"RIACHAO";"MA";"2109502"
"411";"A";"0888";"00000";"01605479000152";"102008";"BALNEARIO ARROIO DO SILVA";"SC";"4201950"
"412";"A";"0889";"32188";"06351514000178";"075361";"SAO JOSE DE RIBAMAR";"MA";"2111201"
"413";"A";"0891";"39480";"41479569000169";"067598";"ROSARIO";"MA";"2109601"
"414";"A";"0892";"00000";"01612528000184";"008583";"BANDEIRANTE";"SC";"4202081"
"415";"A";"0895";"05029";"06226583000150";"069434";"SANTA HELENA";"MA";"2109809"
"416";"A";"0896";"00000";"01612888000186";"010529";"BELA VISTA DO TOLDO";"SC";"4202131"
"417";"A";"0897";"06860";"06191001000147";"069680";"SANTA LUZIA";"MA";"2110005"
"418";"A";"0900";"00000";"01551148000187";"012165";"BOM JESUS";"SC";"4202537"
"419";"A";"0901";"10014";"63441836000141";"070181";"SANTA RITA";"MA";"2110203"
"420";"A";"0905";"14364";"06398150000181";"072400";"SAO BENEDITO DO RIO PRETO";"MA";"2110401"
"421";"A";"0908";"00000";"01613120000127";"102415";"CHAPADAO DO LAGEADO";"SC";"4204194"
"422";"A";"0909";"18803";"06125389000188";"072567";"SAO BERNARDO";"MA";"2110609"
"423";"A";"0916";"00000";"01566621000108";"029572";"FLOR DO SERTAO";"SC";"4205357"
"424";"A";"0917";"27612";"35101369000175";"073830";"SAO JOAO BATISTA";"MA";"2111003"
"425";"A";"0920";"00000";"01612745000174";"034177";"IBIAM";"SC";"4206751"
"426";"A";"0921";"37406";"06307102000130";"075760";"SAO LUIS";"MA";"2111300"
"427";"A";"0924";"00000";"01593132000137";"042900";"JUPIA";"SC";"4209177"
"428";"A";"0929";"25384";"05631031000164";"080110";"SITIO NOVO";"MA";"2111805"
"429";"A";"0932";"00000";"01610566000106";"055875";"PALMEIRA";"SC";"4212056"
"430";"A";"0933";"33163";"06997563000182";"081981";"TASSO FRAGOSO";"MA";"2112001"
"431";"A";"0936";"00000";"01612844000156";"103497";"SALTINHO";"SC";"4215356"
"432";"A";"0937";"03131";"06115307000114";"082902";"TIMON";"MA";"2112209"
"433";"A";"0938";"00000";"01612847000190";"070700";"SANTA TEREZINHA DO PROGRESSO";"SC";"4215687"
"434";"A";"0942";"00000";"01612812000150";"103594";"SAO BERNARDINO";"SC";"4215752"
"435";"A";"0945";"22442";"05505839000103";"085197";"URBANO SANTOS";"MA";"2112605"
"436";"A";"0948";"00000";"01614019000190";"083801";"TREVISO";"SC";"4218350"
"437";"A";"0949";"29926";"06439988000176";"086738";"VIANA";"MA";"2112803"
"438";"A";"0952";"00000";"01612918000154";"006289";"ARARICA";"RS";"4300877"
"439";"A";"0953";"38962";"06018568000116";"088030";"VITORINO FREIRE";"MA";"2113009"
"440";"A";"0955";"21838";"06229975000172";"012009";"BOM JARDIM";"MA";"2102002"
"441";"A";"0959";"37798";"06029524000191";"058033";"PAULO RAMOS";"MA";"2108108"
"442";"A";"0961";"41193";"07000268000172";"001252";"ACAILANDIA";"MA";"2100055"
"443";"A";"0963";"41588";"07070873000110";"028215";"ESTREITO";"MA";"2104057"
"444";"A";"0964";"00000";"01614158000114";"018244";"CARAA";"RS";"4304713"
"445";"A";"0965";"00000";"23006331000134";"091464";"CAREIRO DA VARZEA";"AM";"1301159"
"446";"A";"0966";"00000";"01612869000150";"102385";"CERRITO";"RS";"4305124"
"447";"A";"0969";"41911";"22812960000199";"005436";"APUI";"AM";"1300144"
"448";"A";"0970";"00000";"01610869000110";"101745";"CHUVISCA";"RS";"4305447"
"449";"A";"0971";"43074";"12842829000110";"082406";"TEOTONIO VILELA";"AL";"2709152"
"450";"A";"0974";"00000";"01609404000140";"025690";"DILERMANDO DE AGUIAR";"RS";"4306379"
"451";"A";"0977";"46868";"63787097000144";"100846";"URUPA";"RO";"1101708"
"452";"A";"0983";"51059";"35049097000101";"020036";"CATUNDA";"CE";"2303659"
"453";"A";"0985";"55512";"23718034000111";"099872";"JIJOCA DE JERICOACOARA";"CE";"2307254"
"454";"A";"0986";"55684";"01612289000162";"029823";"FLORIANO PEIXOTO";"RS";"4308250"
"455";"A";"0994";"00000";"01610568000197";"045675";"MACAMBARA";"RS";"4311718"
"456";"A";"0997";"49906";"41522343000101";"099015";"JARDIM DO MULATO";"PI";"2205250"
"457";"A";"1002";"55763";"01621714000180";"051365";"MUITOS CAPOES";"RS";"4312617"
"458";"A";"1003";"38539";"06554760000127";"001732";"AGUA BRANCA";"PI";"2200202"
"459";"A";"1006";"00000";"01611828000149";"103098";"NOVA RAMADA";"RS";"4313334"
"460";"A";"1007";"21175";"06554794000111";"003581";"ALTOS";"PI";"2200400"
"461";"A";"1010";"00000";"01612364000195";"057339";"PASSA SETE";"RS";"4314068"
"462";"A";"1011";"06138";"06554752000180";"004634";"ANGICAL DO PIAUI";"PI";"2200608"
"463";"A";"1014";"00000";"01612776000125";"103845";"SETE DE SETEMBRO";"RS";"4320578"
"464";"A";"1015";"25779";"06554018000111";"004898";"ANTONIO ALMEIDA";"PI";"2200806"
"465";"A";"1017";"17921";"06554984000139";"006955";"AROAZES";"PI";"2200905"
"466";"A";"1021";"40747";"06554281000100";"007749";"AVELINO LOPES";"PI";"2201101"
"467";"A";"1022";"00000";"01611538000103";"084794";"UBIRETAMA";"RS";"4322343"
"468";"A";"1025";"19455";"06554224000121";"009709";"BARREIRAS DO PIAUI";"PI";"2201309"
"469";"A";"1026";"00000";"01624729000100";"103985";"VALE VERDE";"RS";"4322525"
"470";"A";"1029";"05270";"06553903000186";"010120";"BATALHA";"PI";"2201507"
"471";"A";"1030";"54805";"01612386000155";"104000";"VILA LANGARO";"RS";"4323358"
"472";"A";"1033";"24811";"06554034000104";"011029";"BERTOLINIA";"PI";"2201705"
"473";"A";"1034";"54647";"01617905000178";"102334";"CARLINDA";"MT";"5102793"
"474";"A";"1037";"08978";"06554356000153";"012114";"BOM JESUS";"PI";"2201903"
"475";"A";"1042";"54685";"01614521000100";"092886";"NOVA UBIRATA";"MT";"5106240"
"476";"A";"1045";"10588";"06554042000150";"017671";"CANTO DO BURITI";"PI";"2202307"
"477";"A";"1046";"54719";"01614225000109";"103780";"SAPEZAL";"MT";"5107875"
"478";"A";"1049";"32700";"06553622000123";"018309";"CARACOL";"PI";"2202505"
"479";"A";"1050";"52137";"01613940000119";"101850";"ABADIA DE GOIAS";"GO";"5200050"
"480";"A";"1054";"52168";"01492098000104";"101940";"AMARALINA";"GO";"5200829"
"481";"A";"1057";"39655";"06554257000171";"023469";"CORRENTE";"PI";"2202901"
"482";"A";"1058";"54757";"01629276000104";"103128";"NOVO GAMA";"GO";"5215231"
"483";"A";"1061";"22260";"06554364000108";"024147";"CRISTINO CASTRO";"PI";"2203107"
"484";"A";"1062";"52151";"01612756000154";"103527";"SANTA RITA DO NOVO DESTINO";"GO";"5219456"
"485";"A";"1063";"13932";"06554273000164";"024880";"CURIMATA";"PI";"2203206"
"486";"A";"1066";"54764";"01616319000109";"096245";"VALPARAISO DE GOIAS";"GO";"5221858"
"487";"A";"1067";"35082";"06553705000112";"026140";"DOM EXPEDITO LOPES";"PI";"2203404"
"488";"A";"1070";"00000";"04216593000189";"115371";"CAMPO LIMPO DE GOIAS";"GO";"5204854"
"489";"A";"1071";"16812";"06554059000108";"027006";"ELISEU MARTINS";"PI";"2203602"
"490";"A";"1074";"00000";"04215377000119";"115398";"IPIRANGA DE GOIAS";"GO";"5210158"
"491";"A";"1075";"39040";"06554158000190";"029688";"FLORES DO PIAUI";"PI";"2203800"
"492";"A";"1078";"00000";"04173952000168";"115410";"BOM JESUS DO ARAGUAIA";"MT";"5101852"
"493";"A";"1079";"26637";"06554919000103";"030201";"FRANCINOPOLIS";"PI";"2204006"
"494";"A";"1082";"00000";"04219688000156";"115436";"CONQUISTA D'OESTE";"MT";"5103361"
"495";"A";"1083";"04257";"06553713000169";"030309";"FRANCISCO SANTOS";"PI";"2204204"
"496";"A";"1086";"00000";"04202280000171";"115452";"NOVA NAZARE";"MT";"5106174"
"497";"A";"1087";"25164";"06554216000185";"031313";"GILBUES";"PI";"2204402"
"498";"A";"1090";"00000";"04199966000150";"115479";"NOVO SANTO ANTONIO";"MT";"5106315"
"499";"A";"1091";"09678";"06554927000150";"033839";"HUGO NAPOLEAO";"PI";"2204600"
"500";"A";"1092";"00000";"04221486000149";"115487";"RONDOLANDIA";"MT";"5107578"
"501";"A";"1095";"30922";"06553747000153";"036595";"IPIRANGA DO PIAUI";"PI";"2204808"
"502";"A";"1096";"00000";"04205596000117";"115509";"SANTA RITA DO TRIVELATO";"MT";"5107768"
"503";"A";"1099";"18171";"06553754000155";"037893";"ITAINOPOLIS";"PI";"2205003"
"504";"A";"1102";"00000";"04215993000170";"115533";"VALE DE SAO DOMINGOS";"MT";"5108352"
"505";"A";"1107";"17275";"06554208000139";"042129";"JOAQUIM PIRES";"PI";"2205409"
"506";"A";"1108";"00000";"04214217000155";"115568";"JUNDIA";"RN";"2406155"
"507";"A";"1110";"00000";"04216287000142";"115347";"BARROCAS";"BA";"2903276"
"508";"A";"1111";"36988";"06554117000101";"044270";"LANDRI SALES";"PI";"2205607"
"509";"A";"1112";"00000";"04214419000105";"115355";"LUIS EDUARDO MAGALHAES";"BA";"2919553"
"510";"A";"1114";"00000";"04217786000154";"115363";"GOVERNADOR LINDENBERG";"ES";"3202256"
"511";"A";"1115";"22813";"06554190000175";"045616";"LUZILANDIA";"PI";"2205805"
"512";"A";"1119";"07027";"06554133000196";"047279";"MARCOS PARENTE";"PI";"2206001"
"513";"A";"1120";"00000";"04215782000137";"115584";"ALMIRANTE TAMANDARE DO SUL";"RS";"4300471"
"514";"A";"1123";"25085";"06553614000187";"048992";"MIGUEL ALVES";"PI";"2206209"
"515";"A";"1124";"00000";"04216132000106";"115606";"BOA VISTA DO CADEADO";"RS";"4302220"
"516";"A";"1129";"39435";"06553770000148";"050075";"MONSENHOR HIPOLITO";"PI";"2206506"
"517";"A";"1130";"00000";"04218263000122";"115630";"CANUDOS DO VALE";"RS";"4304614"
"518";"A";"1133";"18906";"06554141000132";"052124";"NAZARE DO PIAUI";"PI";"2206704"
"519";"A";"1134";"00000";"04213779000184";"115657";"CAPAO DO CIPO";"RS";"4304655"
"520";"A";"1137";"03533";"06554836000114";"054097";"NOVO ORIENTE DO PIAUI";"PI";"2206902"
"521";"A";"1141";"03502";"06553911000122";"026301";"DOMINGOS MOURAO";"PI";"2203420"
"522";"A";"1142";"00000";"04214401000103";"115690";"FORQUETINHA";"RS";"4308433"
"523";"A";"1143";"15198";"06553788000140";"055409";"PADRE MARCOS";"PI";"2207207"
"524";"A";"1146";"00000";"04217901000190";"115711";"JACUIZINHO";"RS";"4310876"
"525";"A";"1149";"28422";"06554851000162";"055948";"PALMEIRAIS";"PI";"2207504"
"526";"A";"1150";"00000";"04204318000145";"115738";"MATO QUEIMADO";"RS";"4312179"
"527";"A";"1151";"19510";"06554265000118";"057207";"PARNAGUA";"PI";"2207603"
"528";"A";"1154";"00000";"04215168000175";"115754";"PAULO BENTO";"RS";"4314134"
"529";"A";"1155";"01906";"06553796000196";"057932";"PAULISTANA";"PI";"2207801"
"530";"A";"1159";"29861";"06553804000102";"059633";"PICOS";"PI";"2208007"
"531";"A";"1162";"00000";"04215994000114";"115797";"QUATRO IRMAOS";"RS";"4315313"
"532";"A";"1163";"08404";"06553812000140";"060437";"PIO IX";"PI";"2208205"
"533";"A";"1166";"00000";"04215090000199";"115819";"SANTA CECILIA DO SUL";"RS";"4316733"
"534";"A";"1167";"29847";"06553861000183";"061050";"PIRIPIRI";"PI";"2208403"
"535";"A";"1170";"00000";"04208358000165";"115835";"SAO JOSE DO SUL";"RS";"4318614"
"536";"A";"1171";"13451";"06636807000100";"063380";"PRATA DO PIAUI";"PI";"2208601"
"537";"A";"1174";"00000";"04207638000159";"115851";"TIO HUGO";"RS";"4321469"
"538";"A";"1175";"33981";"06554943000142";"065064";"REGENERACAO";"PI";"2208809"
"539";"A";"1178";"00000";"07158578000110";"115878";"FIGUEIRAO";"MS";"5003900"
"540";"A";"1181";"07546";"06553960000165";"069132";"SANTA CRUZ DO PIAUI";"PI";"2209104"
"541";"A";"1184";"00000";"07209245000172";"115886";"IPIRANGA DO NORTE";"MT";"5104526"
"542";"A";"1188";"00000";"07165549000185";"115908";"AROEIRAS DO ITAIM";"PI";"2200954"
"543";"A";"1189";"10928";"06553945000117";"072273";"SANTO INACIO DO PIAUI";"PI";"2209500"
"544";"A";"1193";"33125";"06553994000150";"073288";"SAO FRANCISCO DO PIAUI";"PI";"2209708"
"545";"A";"1197";"15394";"06554331000150";"074330";"SAO JOAO DA SERRA";"PI";"2209906"
"546";"A";"1201";"37743";"06554000000110";"075264";"SAO JOSE DO PEIXE";"PI";"2210102"
"547";"A";"1205";"11068";"06553846000135";"075582";"SAO JULIAO";"PI";"2210300"
