"";"IN-OPERACAO";"CO-MUNICIPIO";"CO-MUNICIPIO-BACEN";"NU-CGC-MUNICIPIO";"CO-MUNICIPIO-BANCO-BRASIL";"NO-MUNICIPIO";"CO-UF";"CO-MUNICIPIO-IBGE"
"4715";"A";"0343";"00000";"37420676000144";"099538";"CENTENARIO";"TO";"1704105"
"4716";"A";"9697";"43782";"33255043000177";"021857";"COMBINADO";"TO";"1705557"
"4717";"A";"9313";"00000";"01067149000150";"022209";"CONCEICAO DO TOCANTINS";"TO";"1705607"
"4718";"A";"9341";"12036";"01138957000161";"025658";"DIANOPOLIS";"TO";"1707009"
"4719";"A";"0181";"00000";"25064080000170";"099686";"ESPERANTINA";"TO";"1707405"
"4720";"A";"9365";"25944";"02075216000141";"030023";"FORMOSO DO ARAGUAIA";"TO";"1708205"
"4721";"A";"9699";"00000";"25086612000170";"031623";"GOIANORTE";"TO";"1708304"
"4722";"A";"9405";"00000";"02411726000142";"037478";"ITACAJA";"TO";"1710508"
"4723";"A";"0347";"00000";"37425683000139";"099821";"ITAPIRATINS";"TO";"1710904"
"4724";"A";"0349";"00000";"37426509000100";"099899";"JUARINA";"TO";"1711803"
"4725";"A";"0353";"00000";"37420916000100";"099910";"LAGOA DO TOCANTINS";"TO";"1711951"
"4726";"A";"9569";"00000";"02070571000128";"045047";"LIZARDA";"TO";"1712405"
"4727";"A";"0088";"00000";"01631059000140";"102920";"LUZINOPOLIS";"TO";"1712454"
"4728";"A";"9463";"12270";"02070720000159";"049522";"MIRANORTE";"TO";"1713304"
"4729";"A";"9481";"11343";"01809474000141";"051985";"NATIVIDADE";"TO";"1714203"
"4730";"A";"9663";"00000";"00001602000163";"053503";"NOVA OLINDA";"TO";"1714880"
"4731";"A";"9721";"43919";"24851495000120";"091510";"NOVA ROSALANDIA";"TO";"1715002"
"4732";"A";"9499";"00000";"01067933000169";"053872";"NOVO ACORDO";"TO";"1715101"
"4733";"A";"0321";"00000";"33265943000103";"100250";"NOVO JARDIM";"TO";"1715259"
"4734";"A";"0185";"00000";"25064056000130";"100080";"PALMEIRAS DO TOCANTINS";"TO";"1713809"
"4735";"A";"9521";"00000";"01126556000191";"056774";"PARANA";"TO";"1716208"
"4736";"A";"9527";"38113";"02396166000102";"058777";"PEIXE";"TO";"1716604"
"4737";"A";"9705";"43957";"25086604000123";"059064";"PEQUIZEIRO";"TO";"1716653"
"4738";"A";"9725";"00000";"25061789000111";"091537";"PRAIA NORTE";"TO";"1718303"
"4739";"A";"9629";"00000";"01785492000130";"063592";"PRESIDENTE KENNEDY";"TO";"1718402"
"4740";"A";"0357";"00000";"37421146000110";"100412";"RECURSOLANDIA";"TO";"1718501"
"4741";"A";"0193";"00000";"25063926000157";"100420";"RIACHINHO";"TO";"1718550"
"4742";"A";"0359";"00000";"37420932000101";"100978";"RIO DOS BOIS";"TO";"1718709"
"4743";"A";"0096";"00000";"01613127000149";"103535";"SANTA RITA DO TOCANTINS";"TO";"1718899"
"4744";"A";"0197";"00000";"25063983000136";"100463";"SAO BENTO DO TOCANTINS";"TO";"1720101"
"4745";"A";"9603";"00000";"00766733000131";"077429";"SAO SEBASTIAO DO TOCANTINS";"TO";"1720309"
"4746";"A";"9613";"00000";"00766717000149";"080136";"SITIO NOVO DO TOCANTINS";"TO";"1720804"
"4747";"A";"0325";"00000";"33261694000170";"081183";"TAIPAS DO TOCANTINS";"TO";"1720937"
"4748";"A";"0100";"54953";"01612820000105";"103870";"TALISMA";"TO";"1720978"
"4749";"A";"9619";"39466";"02070712000102";"083062";"TOCANTINIA";"TO";"1721109"
"4750";"A";"9665";"00000";"00001636000158";"088170";"WANDERLANDIA";"TO";"1722081"
"4751";"A";"3563";"07852";"13715057000119";"034703";"IBITITA";"BA";"2913101"
"4752";"A";"3579";"17684";"13701651000150";"036498";"IPIAU";"BA";"2913903"
"4753";"A";"3623";"18188";"13882949000104";"038555";"ITAPARICA";"BA";"2916104"
"4754";"A";"3643";"13705";"13752993000108";"039594";"ITORORO";"BA";"2917102"
"4755";"A";"3663";"38261";"13809041000175";"041688";"JEREMOABO";"BA";"2918100"
"4756";"A";"3685";"19204";"13927819000140";"044482";"LAURO DE FREITAS";"BA";"2919207"
"4757";"A";"3705";"10478";"14105217000170";"046221";"MALHADA";"BA";"2920205"
"4758";"A";"3297";"46136";"16416521000164";"049549";"MIRANTE";"BA";"2921450"
"4759";"A";"3889";"33204";"13831441000187";"077313";"SAO SEBASTIAO DO PASSE";"BA";"2929503"
"4760";"A";"3913";"05995";"13927827000197";"079901";"SIMOES FILHO";"BA";"2930709"
"4761";"A";"3931";"02668";"14196042000154";"082392";"TEOLANDIA";"BA";"2931608"
"4762";"A";"3957";"05490";"14235899000136";"085642";"VALENCA";"BA";"2932903"
"4763";"A";"1469";"12232";"07977044000115";"049700";"MISSAO VELHA";"CE";"2308401"
"4764";"A";"1513";"20626";"07414931000185";"058858";"PENAFORTE";"CE";"2310605"
"4765";"A";"1529";"40716";"07744303000168";"064688";"QUIXERAMOBIM";"CE";"2311405"
"4766";"A";"1555";"02462";"07728421000182";"078654";"SENADOR POMPEU";"CE";"2312700"
"4767";"A";"1279";"43548";"10517878000152";"084476";"TURURU";"CE";"2313559"
"4768";"A";"5605";"03265";"27142686000101";"002755";"ALFREDO CHAVES";"ES";"3200300"
"4769";"A";"5623";"32559";"27165588000190";"014761";"CACHOEIRO DE ITAPEMIRIM";"ES";"3201209"
"4770";"A";"5651";"38106";"27165646000185";"035017";"ICONHA";"ES";"3202603"
"4771";"A";"5665";"15356";"27167345000190";"046698";"MANTENOPOLIS";"ES";"3203304"
"4772";"A";"0114";"54300";"01612539000164";"091812";"ARAGUANA";"MA";"2100873"
"4773";"A";"0733";"28415";"06217954000137";"009725";"BARREIRINHAS";"MA";"2101707"
"4774";"A";"0134";"48804";"01612525000140";"091901";"BURITICUPU";"MA";"2102325"
"4775";"A";"0757";"37310";"06082820000156";"020206";"CAXIAS";"MA";"2103000"
"4776";"A";"0769";"21814";"06331110000112";"023027";"COROATA";"MA";"2103604"
"4777";"A";"0174";"56803";"01614537000104";"092061";"ITINGA DO MARANHAO";"MA";"2105427"
"4778";"A";"0821";"17354";"06229538000159";"045179";"LORETO";"MA";"2106102"
"4779";"A";"4003";"28989";"18296632000100";"001031";"ABAETE";"MG";"3100203"
"4780";"A";"4021";"29854";"18348094000150";"002208";"AIMORES";"MG";"3101102"
"4781";"A";"4071";"22356";"17952508000192";"005991";"ARANTINA";"MG";"3103603"
"4782";"A";"4291";"05153";"17953332000193";"019232";"CARRANCAS";"MG";"3114600"
"4783";"A";"4319";"25023";"18392548000190";"020761";"CHALE";"MG";"3116001"
"4784";"A";"4339";"30609";"18414615000120";"021903";"COMERCINHO";"MG";"3117009"
"4785";"A";"4361";"39710";"18303180000146";"022519";"CONGONHAS DO NORTE";"MG";"3118106"
"4786";"A";"4385";"12861";"18591149000158";"023035";"COROMANDEL";"MG";"3119302"
"4787";"A";"4407";"26675";"19718402000154";"024104";"CRISTIANO OTONI";"MG";"3120409"
"4788";"A";"4427";"29256";"20356762000132";"025526";"DESTERRO DE ENTRE RIOS";"MG";"3121407"
"4789";"A";"4447";"34306";"18243279000108";"025909";"DIVISA NOVA";"MG";"3122405"
"4790";"A";"4475";"12562";"17697152000198";"027324";"ENGENHEIRO NAVARRO";"MG";"3123809"
"4791";"A";"4553";"17251";"20622890000180";"031925";"GOVERNADOR VALADARES";"MG";"3127701"
"4792";"A";"4601";"08239";"18715474000185";"035173";"IGARAPE";"MG";"3130101"
"4793";"A";"4621";"12548";"17694860000175";"036250";"INIMUTABA";"MG";"3131109"
"4794";"A";"4637";"09520";"18307835000154";"037435";"ITABIRITO";"MG";"3131901"
"4795";"A";"4659";"18133";"18666750000162";"038342";"ITAMONTE";"MG";"3133006"
"4796";"A";"4683";"31392";"18457218000135";"039705";"ITUIUTABA";"MG";"3134202"
"4797";"A";"4703";"32078";"21461546000110";"040991";"JANUARIA";"MG";"3135209"
"4798";"A";"4727";"08806";"17694878000177";"042099";"JOAQUIM FELICIO";"MG";"3136405"
"4799";"A";"4913";"08583";"17747957000107";"054569";"OLIVEIRA FORTES";"MG";"3145703"
"4800";"A";"4933";"10722";"17734906000132";"055743";"PALMA";"MG";"3146701"
"4801";"A";"4949";"07450";"18299511000111";"057371";"PASSABEM";"MG";"3147501"
"4802";"A";"4979";"33905";"18114215000107";"058262";"PEDRA DOURADA";"MG";"3149002"
"4803";"A";"5001";"03076";"18338236000106";"059579";"PIAU";"MG";"3150109"
"4804";"A";"5017";"38924";"18025981000197";"060747";"PIRANGUCU";"MG";"3150901"
"4805";"A";"5041";"13004";"23804149000129";"062090";"PONTE NOVA";"MG";"3152105"
"4806";"A";"5061";"18016";"23515695000140";"015504";"PRESIDENTE BERNARDES";"MG";"3153103"
"4807";"A";"5221";"11020";"22679153000140";"073156";"SAO FRANCISCO";"MG";"3161106"
"4808";"A";"5265";"33314";"18404988000110";"074934";"SAO JOSE DO DIVINO";"MG";"3163300"
"4809";"A";"5287";"37839";"17935370000113";"077151";"SAO SEBASTIAO DA BELA VISTA";"MG";"3164407"
"4810";"A";"5309";"07759";"18307496000106";"078174";"SARDOA";"MG";"3165503"
"4811";"A";"5355";"30805";"18188235000114";"080365";"SOLEDADE DE MINAS";"MG";"3167806"
"4812";"A";"5379";"39954";"18128223000102";"083089";"TOCANTINS";"MG";"3169000"
"4813";"A";"9811";"40857";"15410665000140";"088650";"SELVIRIA";"MS";"5007802"
"4814";"A";"8987";"40929";"15023906000107";"003026";"ALTA FLORESTA";"MT";"5100250"
"4815";"A";"9035";"28305";"03439239000150";"009229";"BARRA DO GARCAS";"MT";"5101803"
"4816";"A";"9059";"16290";"03507530000119";"020800";"CHAPADA DOS GUIMARAES";"MT";"5103007"
"4817";"A";"9833";"41571";"03953718000190";"025356";"DENISE";"MT";"5103452"
"4818";"A";"9095";"01171";"03347135000116";"040274";"JACIARA";"MT";"5104807"
"4819";"A";"9899";"42776";"03238987000175";"047155";"MARCELANDIA";"MT";"5105580"
"4820";"A";"1040";"54678";"01614519000122";"103080";"NOVA LACERDA";"MT";"5106182"
"4821";"A";"9895";"42958";"03238672000128";"062472";"PORTO ALEGRE DO NORTE";"MT";"5106778"
"4822";"A";"0478";"56140";"01612636000157";"025208";"DAMIAO";"PB";"2505352"
"4823";"A";"2031";"04831";"09073685000170";"033510";"GURJAO";"PB";"2506509"
"4824";"A";"2059";"27313";"08865933000153";"043001";"JURIPIRANGA";"PB";"2507903"
"4825";"A";"2095";"25810";"09073628000191";"050644";"MONTEIRO";"PB";"2509701"
"4826";"A";"2115";"06774";"08876104000176";"057380";"PASSAGEM";"PB";"2510709"
"4827";"A";"2135";"29634";"08788903000190";"059811";"PILOEZINHOS";"PB";"2511707"
"4828";"A";"2155";"11501";"09048976000109";"065161";"REMIGIO";"PB";"2512705"
"4829";"A";"2167";"23173";"08764284000102";"069450";"SANTA HELENA";"PB";"2513307"
"4830";"A";"0524";"56205";"01613323000113";"073121";"SAO FRANCISCO";"PB";"2513984"
"4831";"A";"0526";"48598";"01612384000166";"103721";"SAO JOSE DOS RAMOS";"PB";"2514453"
"4832";"A";"0554";"56298";"01626099000102";"046396";"MANARI";"PE";"2609154"
"4833";"A";"2519";"20279";"10106235000116";"059412";"PETROLANDIA";"PE";"2611002"
"4834";"A";"2539";"19170";"10122307000119";"067997";"SAIRE";"PE";"2612000"
"4835";"A";"2559";"37028";"10091577000100";"072532";"SAO BENTO DO UNA";"PE";"2613008"
"4836";"A";"2583";"12146";"10292209000120";"080004";"SIRINHAEM";"PE";"2614204"
"4837";"A";"2611";"26730";"11040912000103";"083860";"TRINDADE";"PE";"2615607"
"4838";"A";"2627";"03038";"11049855000123";"088005";"VITORIA DE SANTO ANTAO";"PE";"2616407"
"4839";"A";"9767";"43067";"07450778000141";"002364";"ALAGOINHA DO PIAUI";"PI";"2200251"
"4840";"A";"0296";"55079";"01612569000170";"102300";"CAPITAO GERVASIO OLIVEIRA";"PI";"2202455"
"4841";"A";"1055";"08954";"06553697000104";"022039";"CONCEICAO DO CANINDE";"PI";"2202802"
"4842";"A";"0314";"55134";"01612578000161";"102610";"FLORESTA DO PIAUI";"PI";"2203859"
"4843";"A";"1085";"35604";"06553721000105";"030589";"FRONTEIRAS";"PI";"2204303"
"4844";"A";"2273";"47513";"41522368000105";"099007";"JACOBINA DO PIAUI";"PI";"2205151"
"4845";"A";"1105";"24763";"06554109000157";"041742";"JERUMENHA";"PI";"2205300"
"4846";"A";"2259";"49913";"41522301000162";"099031";"LAGOA DO BARRO DO PIAUI";"PI";"2205565"
"4847";"A";"0342";"47434";"01612588000105";"102890";"LAGOA DO SITIO";"PI";"2205599"
"4848";"A";"1121";"32085";"06554182000129";"048321";"MATIAS OLIMPIO";"PI";"2206100"
"4849";"A";"1135";"12634";"06554422000195";"052728";"NOSSA SENHORA DOS REMEDIOS";"PI";"2206803"
"4850";"A";"0360";"00000";"01612595000107";"103179";"OLHO D'AGUA DO PIAUI";"PI";"2207108"
"4851";"A";"1104";"00000";"04218211000156";"115541";"PAU D'ARCO DO PIAUI";"PI";"2207793"
"4852";"A";"1177";"25377";"06728240000193";"065978";"RIBEIRO GONCALVES";"PI";"2208908"
"4853";"A";"1291";"44839";"12066973000102";"091405";"SAO JOAO DA CANABRAVA";"PI";"2209856"
"4854";"A";"0386";"55402";"01612676000107";"103683";"SAO JOAO DA VARJOTA";"PI";"2209955"
"4855";"A";"1215";"08480";"06553952000119";"079944";"SIMPLICIO MENDES";"PI";"2210805"
"4856";"A";"0406";"55488";"01612615000131";"103993";"VERA MENDES";"PI";"2211506"
"4857";"A";"5487";"11329";"95583571000102";"100005";"MARIPA";"PR";"4115358"
"4858";"A";"7709";"00000";"76022490000199";"050903";"MORRETES";"PR";"4116208"
"4859";"A";"7723";"13097";"75828418000190";"053180";"NOVA FATIMA";"PR";"4117008"
"4860";"A";"7735";"24464";"76179829000165";"055891";"PALMEIRA";"PR";"4117701"
"4861";"A";"7969";"34052";"81478133000170";"059242";"PEROLA";"PR";"4118907"
"4862";"A";"7775";"25504";"76460526000116";"061344";"PLANALTO";"PR";"4119806"
"4863";"A";"7793";"00000";"76966852000108";"064173";"QUATIGUA";"PR";"4120705"
"4864";"A";"7803";"14209";"75829416000116";"064840";"RANCHO ALEGRE";"PR";"4121307"
"4865";"A";"7805";"29115";"76205673000140";"064912";"REALEZA";"PR";"4121406"
"4866";"A";"7847";"00000";"78092293000171";"069507";"SANTA INES";"PR";"4123600"
"4867";"A";"7865";"00000";"76970375000146";"072265";"SANTO INACIO";"PR";"4124509"
"4868";"A";"7885";"14443";"76105543000135";"075280";"SAO JOSE DOS PINHAIS";"PR";"4125506"
"4869";"A";"7907";"02888";"76919083000189";"079987";"SIQUEIRA CAMPOS";"PR";"4126603"
"4870";"A";"7929";"03708";"75697094000107";"083160";"TOMAZINA";"PR";"4127809"
"4871";"A";"7943";"15899";"76920800000192";"088218";"WENCESLAU BRAZ";"PR";"4128500"
"4872";"A";"1699";"00000";"08309239000150";"040886";"JANDAIRA";"RN";"2405108"
"4873";"A";"1723";"00000";"08142887000164";"043516";"LAGOA D'ANTA";"RN";"2406205"
"4874";"A";"1745";"00000";"08357618000115";"047171";"MARCELINO VIEIRA";"RN";"2407302"
"4875";"A";"1721";"00000";"08349060000126";"048976";"MESSIAS TARGINO";"RN";"2407609"
"4876";"A";"1769";"00000";"08095473000121";"055000";"OURO BRANCO";"RN";"2408508"
"4877";"A";"1775";"00000";"08113631000129";"057096";"PARAZINHO";"RN";"2408805"
"4878";"A";"1789";"00000";"08113896000127";"058289";"PEDRA GRANDE";"RN";"2409506"
"4879";"A";"1795";"00000";"08354896000119";"058750";"PEDRO VELHO";"RN";"2409803"
"4880";"A";"1815";"00000";"08364655000150";"065650";"RIACHUELO";"RN";"2410900"
"4881";"A";"0422";"00000";"01612393000157";"103454";"RIO DO FOGO";"RN";"2408953"
"4882";"A";"1837";"00000";"08079402000135";"073555";"SAO GONCALO DO AMARANTE";"RN";"2412005"
"4883";"A";"1839";"00000";"08095960000194";"074306";"SAO JOAO DO SABUGI";"RN";"2412104"
"4884";"A";"1859";"00000";"08449571000110";"078565";"SENADOR ELOI DE SOUZA";"RN";"2413102"
"4885";"A";"1861";"00000";"08168478000137";"078581";"SENADOR GEORGINO AVELINO";"RN";"2413201"
"4886";"A";"0432";"00000";"01613858000194";"090859";"SERRINHA DOS PINTOS";"RN";"2413557"
"4887";"A";"0434";"00000";"01612382000177";"103918";"TENENTE LAURENTINO CRUZ";"RN";"2414159"
"4888";"A";"1899";"00000";"08169278000107";"087130";"VILA FLOR";"RN";"2415008"
"4889";"A";"0679";"00000";"63762033000199";"099430";"CAMPO NOVO DE RONDONIA";"RO";"1100700"
"4890";"A";"0027";"42219";"04914925000107";"020508";"CEREJEIRAS";"RO";"1100056"
"4891";"A";"0981";"46954";"63762041000135";"099589";"CORUMBIARA";"RO";"1100072"
"4892";"A";"0693";"00000";"63761944000100";"099767";"GOVERNADOR JORGE TEIXEIRA";"RO";"1101005"
"4893";"A";"0047";"00000";"22855183000160";"091278";"NOVA MAMORE";"RO";"1100338"
"4894";"A";"0043";"43050";"15845365000194";"069817";"SANTA LUZIA D'OESTE";"RO";"1100296"
"4895";"A";"0028";"00000";"01612682000156";"102296";"CANTA";"RR";"1400175"
"4896";"A";"0956";"55543";"01610910000159";"009385";"BARRA DO QUARAI";"RS";"4301875"
"4897";"A";"5797";"54135";"92411933000190";"023809";"COXILHA";"RS";"4305975"
"4898";"A";"0978";"00000";"01613360000121";"102563";"DOUTOR RICARDO";"RS";"4306759"
"4899";"A";"0982";"55660";"01601857000120";"028355";"ESTRELA VELHA";"RS";"4307815"
"4900";"A";"9827";"41478";"89708051000186";"030090";"FORTALEZA DOS VALOS";"RS";"4308458"
"4901";"A";"7399";"45371";"92453836000160";"090697";"IPIRANGA DO SUL";"RS";"4310462"
"4902";"A";"7391";"00000";"92401561000110";"041181";"JAQUIRANA";"RS";"4311122"
"4903";"A";"5951";"52292";"94704277000149";"043885";"LAGOA DOS TRES CANTOS";"RS";"4311270"
"4904";"A";"5983";"00000";"92410448000100";"099937";"LAJEADO DO BUGRE";"RS";"4311429"
"4905";"A";"8741";"36476";"87613386000195";"047449";"MARIANO MORO";"RS";"4312005"
"4906";"A";"0998";"00000";"01607619000121";"047821";"MARQUES DE SOUZA";"RS";"4312054"
"4907";"A";"5933";"52058";"92451038000107";"050873";"MORMACO";"RS";"4312427"
"4908";"A";"6019";"00000";"94707627000120";"051110";"MORRO REUTER";"RS";"4312476"
"4909";"A";"7383";"45436";"92402502000167";"052809";"NOVA ALVORADA";"RS";"4312757"
"4910";"A";"8769";"21443";"91618439000138";"053600";"NOVA PRATA";"RS";"4313300"
"4911";"A";"8777";"32119";"88541354000194";"055921";"PALMEIRA DAS MISSOES";"RS";"4313706"
"4912";"A";"8789";"05641";"87566188000118";"058823";"PEJUCARA";"RS";"4314308"
"4913";"A";"1158";"00000";"04213870000108";"115770";"PINHAL DA SERRA";"RS";"4314464"
"4914";"A";"5975";"00000";"92411099000132";"100358";"PINHEIRINHO DO VALE";"RS";"4314498"
"4915";"A";"8797";"03227";"87612891000115";"061328";"PLANALTO";"RS";"4314704"
"4916";"A";"8819";"00000";"88187935000170";"067210";"ROCA SALES";"RS";"4315800"
"4917";"A";"8841";"01528";"88488366000100";"069922";"SANTA MARIA";"RS";"4316907"
"4918";"A";"8869";"14955";"88768080000170";"073377";"SAO GABRIEL";"RS";"4318309"
"4919";"A";"5791";"52405";"94444247000140";"074241";"SAO JOAO DO POLESINE";"RS";"4318432"
"4920";"A";"8889";"32793";"87613642000144";"076376";"SAO PAULO DAS MISSOES";"RS";"4319307"
"4921";"A";"8913";"20073";"87613360000147";"079642";"SEVERIANO DE ALMEIDA";"RS";"4320602"
"4922";"A";"1018";"00000";"01539271000182";"083267";"TOROPI";"RS";"4321493"
"4923";"A";"8937";"00000";"88199971000153";"083615";"TRES COROAS";"RS";"4321709"
"4924";"A";"5769";"50634";"94577574000170";"100862";"VALE DO SOL";"RS";"4322533"
"4925";"A";"8961";"20970";"87613352000109";"086711";"VIADUTOS";"RS";"4322905"
"4926";"A";"8021";"00000";"82892332000192";"004790";"ANITAPOLIS";"SC";"4201109"
"4927";"A";"8045";"38625";"82892308000153";"011134";"BIGUACU";"SC";"4202305"
"4928";"A";"0904";"00000";"01613853000161";"102180";"BRUNOPOLIS";"SC";"4202875"
"4929";"A";"8065";"32982";"82777319000192";"016489";"CAMPO BELO DO SUL";"SC";"4203402"
"4930";"A";"5567";"49528";"95991097000158";"020648";"CERRO NEGRO";"SC";"4204178"
"4931";"A";"8107";"04343";"82947979000174";"030171";"FRAIBURGO";"SC";"4205506"
"4932";"A";"8147";"39291";"83102798000100";"035858";"INDAIAL";"SC";"4207502"
"4933";"A";"8155";"35831";"83102558000105";"037176";"IRINEOPOLIS";"SC";"4207908"
"4934";"A";"8179";"04109";"83169623000110";"042196";"JOINVILLE";"SC";"4209102"
"4935";"A";"8195";"30898";"83102665000133";"045144";"LONTRAS";"SC";"4209904"
"4936";"A";"8207";"27368";"83102483000162";"048062";"MASSARANDUBA";"SC";"4210605"
"4937";"A";"8213";"08741";"83021832000111";"049808";"MODELO";"SC";"4210902"
"4938";"A";"5561";"00000";"95996104000104";"050385";"MONTE CARLO";"SC";"4211058"
"4939";"A";"8223";"17031";"83021840000168";"053090";"NOVA ERECHIM";"SC";"4211405"
"4940";"A";"0928";"00000";"01614376000159";"055514";"PAIAL";"SC";"4211876"
"4941";"A";"8233";"23142";"82892316000108";"055735";"PALHOCA";"SC";"4211900"
"4942";"A";"8235";"36469";"83028639000102";"055751";"PALMA SOLA";"SC";"4212007"
"4943";"A";"8257";"34234";"82815481000158";"060968";"PIRATUBA";"SC";"4213104"
"4944";"A";"8281";"00000";"82892357000196";"064866";"RANCHO QUEIMADO";"SC";"4214300"
"4945";"A";"5749";"50641";"95988309000148";"067130";"RIQUEZA";"SC";"4215075"
"4946";"A";"9967";"43304";"80989965000198";"070432";"SANTA ROSA DO SUL";"SC";"4215653"
"4947";"A";"8327";"32353";"82892274000105";"074691";"SAO JOSE";"SC";"4216602"
"4948";"A";"8351";"27942";"82765488000102";"081167";"TAIO";"SC";"4217808"
"4949";"A";"8369";"22899";"82548983000160";"084522";"TURVO";"SC";"4218806"
"4950";"A";"3103";"00000";"13000609000102";"005452";"AQUIDABA";"SE";"2800209"
"4951";"A";"3123";"00000";"13120225000123";"017523";"CANINDE DE SAO FRANCISCO";"SE";"2801207"
"4952";"A";"3147";"00000";"13108899000102";"031186";"GENERAL MAYNARD";"SE";"2802502"
"4953";"A";"3173";"00000";"13103684000107";"045683";"MACAMBIRA";"SE";"2803708"
"4954";"A";"3195";"21766";"13128814000158";"052736";"NOSSA SENHORA DO SOCORRO";"SE";"2804805"
"4955";"A";"3219";"34351";"13104427000181";"066010";"RIBEIROPOLIS";"SE";"2806008"
"4956";"A";"3245";"00000";"13118591000148";"082309";"TELHA";"SE";"2807303"
"4957";"A";"6133";"00000";"43976166000150";"004090";"AMERICO BRASILIENSE";"SP";"3501707"
"4958";"A";"3067";"48873";"58993577000121";"005576";"ARACARIGUAMA";"SP";"3502754"
"4959";"A";"0790";"00000";"01612853000147";"006513";"ARCO-IRIS";"SP";"3503356"
"4960";"A";"6173";"22411";"45117116000143";"006858";"ARIRANHA";"SP";"3503703"
"4961";"A";"6197";"00000";"45196698000109";"008460";"BANANAL";"SP";"3504909"
"4962";"A";"6217";"37846";"45299104000187";"010146";"BATATAIS";"SP";"3505906"
"4963";"A";"3059";"00000";"60123064000101";"099317";"BOM SUCESSO DE ITARARE";"SP";"3507159"
"4964";"A";"6251";"40307";"46352746000165";"013196";"BRAGANCA PAULISTA";"SP";"3507605"
"4965";"A";"6273";"00000";"45192275000102";"014621";"CACHOEIRA PAULISTA";"SP";"3508603"
"4966";"A";"6293";"00000";"45780095000141";"016659";"CAMPO LIMPO PAULISTA";"SP";"3509601"
"4967";"A";"6313";"00000";"44892693000140";"018511";"CARAPICUIBA";"SP";"3510609"
"4968";"A";"6337";"00000";"44563575000198";"020907";"CHAVANTES";"SP";"3557204"
"4969";"A";"6357";"17622";"44730331000152";"023612";"COSMOPOLIS";"SP";"3512803"
"4970";"A";"7249";"00000";"65711988000142";"025763";"DIRCE REIS";"SP";"3513850"
"4971";"A";"6401";"34650";"46523114000117";"027103";"EMBU";"SP";"3515004"
"4972";"A";"6409";"00000";"46223707000168";"028720";"FARTURA";"SP";"3515400"
"4973";"A";"6463";"00000";"46187506000152";"032972";"GUARANTA";"SP";"3518107"
"4974";"A";"6487";"20183";"45355575000165";"034045";"IBATE";"SP";"3519303"
"4975";"A";"6511";"34674";"44733608000109";"035866";"INDAIATUBA";"SP";"3520509"
"4976";"A";"6535";"06585";"46634374000160";"037362";"ITABERA";"SP";"3521705"
"4977";"A";"3055";"00000";"67360438000151";"099813";"ITAPIRAPUA PAULISTA";"SP";"3522653"
"4978";"A";"6557";"22590";"46634408000116";"039012";"ITAPORANGA";"SP";"3522802"
"4979";"A";"6581";"00000";"45780061000157";"039730";"ITUPEVA";"SP";"3524006"
"4980";"A";"6599";"00000";"45190824000100";"040819";"JAMBEIRO";"SP";"3524907"
"4981";"A";"6619";"36160";"45780103000150";"042820";"JUNDIAI";"SP";"3525904"
"4982";"A";"6649";"27124";"44919918000104";"045276";"LUCELIA";"SP";"3527405"
"4983";"A";"6657";"00000";"44518397000183";"045519";"LUPERCIO";"SP";"3527801"
"4984";"A";"6675";"00000";"45725355000186";"046841";"MARABA PAULISTA";"SP";"3528700"
"4985";"A";"6677";"14371";"44494136000170";"046850";"MARACAI";"SP";"3528809"
"4986";"A";"6697";"00000";"46199253000137";"049247";"MINEIROS DO TIETE";"SP";"3529807"
"4987";"A";"6701";"00000";"45116290000171";"049255";"MIRA ESTRELA";"SP";"3530003"
"4988";"A";"6721";"00000";"59854927000131";"049964";"MONCOES";"SP";"3531001"
"4989";"A";"6723";"00000";"46578506000183";"050008";"MONGAGUA";"SP";"3531100"
"4990";"A";"6741";"17244";"45755238000165";"051160";"MORUNGABA";"SP";"3532009"
"4991";"A";"6743";"00000";"44430221000175";"051721";"MURUTINGA DO SUL";"SP";"3532108"
"4992";"A";"6761";"21546";"45147733000191";"053244";"NOVA GRANADA";"SP";"3533007"
"4993";"A";"6785";"00000";"45148970000177";"054690";"ORINDIUVA";"SP";"3534203"
"4994";"A";"6801";"01511";"45149184000194";"055689";"PALESTINA";"SP";"3535002"
"4995";"A";"6825";"14742";"45685120000108";"057185";"PARIQUERA-ACU";"SP";"3536208"
"4996";"A";"0810";"00000";"01614826000103";"057940";"PAULISTANIA";"SP";"3536570"
"4997";"A";"6835";"38216";"46189718000179";"058165";"PEDERNEIRAS";"SP";"3536703"
"4998";"A";"6845";"00000";"46578530000112";"058742";"PEDRO DE TOLEDO";"SP";"3537206"
"4999";"A";"6859";"00000";"46634473000141";"059765";"PILAR DO SUL";"SP";"3537909"
"5000";"A";"6871";"00000";"47563325000146";"060496";"PIQUETE";"SP";"3538501"
"5001";"A";"6885";"29782";"54801121000161";"060895";"PIRAPOZINHO";"SP";"3539202"
"5002";"A";"6893";"00000";"46935763000125";"061352";"PLANALTO";"SP";"3539608"
"5003";"A";"6909";"00000";"51842177000176";"062251";"POPULINA";"SP";"3540408"
"5004";"A";"6911";"00000";"46634580000170";"062286";"PORANGABA";"SP";"3540507"
"5005";"A";"6927";"04264";"55293427000117";"063517";"PRESIDENTE EPITACIO";"SP";"3541307"
"5006";"A";"0816";"00000";"01612145000106";"064076";"QUADRA";"SP";"3541653"
